,PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4
42,43,2026-01-17,11:27:59.87,1,3,"Jahnz, Ben",10960782,Right,RHO_RAM,"Collado, Joel",822880,Right,RHO_RAM,Undefined,2,Top,0,0,2,Splitter,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,77.01723,-0.431167,-3.890207,871.823616,207.950101,1:00,5.79136,2.38094,6.04573,-44.60459,3.38914,0.83559,1.67421,-1.15654,69.4874,-8.702961,-3.740173,0.498613,,,,,,,,,,,,-1.77626,2.42606,-2.07801,50,5.73416,7.54794,-111.44296,-2.16127,-2.18235,24.33186,-29.19334,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260117-BillBeckField-Private-1,7d62f3c0-f3c1-11f0-bcae-6d0f06427643,75.59457,,,7.52983,,,,,,,eca42198-da89-499d-89cf-5a85f80995ee,2026-01-17,16:27:59.87,2026-01-17T11:27:59.8712832-05:00,2026-01-17T16:27:59.8712832Z,,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,d1d9e96e-d27a-410c-ac69-7e4dbdafe961,54.45066,-112.41049,12.16593,5.79702,-1.00043,-14.59667,-2.37987,7.63471,-1.09118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,229.070553,55.4413,494.542171,0.56725,1:45,-0.84362,-0.434752,-0.315113,65.862729,20.632874,-5.325227,107.397396,39.568857,0.735596,0.637005,-0.230485,70.108556,47.357584,0.637005,0.735596,0.230485,-70.108556,-47.357584,-0.637005,-0.735596,0.230485,-107.397396,-39.568857,-0.735596,-0.637005,-0.230485
43,44,2026-01-17,11:28:21.42,1,4,"Jahnz, Ben",10960782,Right,RHO_RAM,"Collado, Joel",822880,Right,RHO_RAM,Undefined,2,Top,0,1,2,Splitter,Splitter,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,76.82056,-0.765408,-3.35685,774.935668,276.479086,3:15,5.57216,2.39339,5.98019,-46.7788,1.34244,3.71358,0.96318,-0.41234,69.66111,-9.400663,-2.689482,0.499275,,,,,,,,,,,,-3.05567,1.38465,-2.12998,50,5.48567,6.39589,-111.28344,-2.88552,-3.75567,23.67249,-30.47222,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260117-BillBeckField-Private-1,8a3a9c60-f3c1-11f0-bcae-6d0f06427643,75.49434,,,7.15945,,,,,,,eca42198-da89-499d-89cf-5a85f80995ee,2026-01-17,16:28:21.42,2026-01-17T11:28:21.4251520-05:00,2026-01-17T16:28:21.4251520Z,,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,3ba06e39-6f7c-484d-b319-b25eeb17876f,54.51886,-112.24058,11.83625,5.57743,-1.65344,-15.23611,-2.39166,6.54774,-1.87783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,231.145701,41.529495,580.128088,0.748615,1:45,-0.681534,-0.591784,-0.430469,63.485751,21.098178,-3.895264,108.697874,26.197498,0.849921,0.441467,-0.287647,56.91286,58.203109,0.441467,0.849921,0.287647,-56.91286,-58.203109,-0.441467,-0.849921,0.287647,-108.697874,-26.197498,-0.849921,-0.441467,-0.287647
44,45,2026-01-17,11:28:51.35,2,1,"Jahnz, Ben",10960782,Right,RHO_RAM,"Thompson, Ryan",10108321,Right,RHO_RAM,Undefined,2,Top,1,0,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.94601,-1.707266,-3.276774,2124.004187,214.930723,1:15,5.65879,2.52316,6.61363,-20.61029,17.0795,10.90646,2.37457,0.42758,76.95727,-5.695229,-1.296232,0.441859,77.03565,-16.57995,-53.79182,,,,,10.94163,10.94163,-42.158566,0.078488,-6.89244,9.99709,-2.30438,50,5.53396,6.72243,-124.5212,-4.22357,-10.56145,30.61095,-16.85531,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260117-BillBeckField-Private-1,9c08de70-f3c1-11f0-bcae-6d0f06427643,85.30431,2.53787,,8.98874,,,,3.0756,2.53787,-0.46602,eca42198-da89-499d-89cf-5a85f80995ee,2026-01-17,16:28:51.35,2026-01-17T11:28:51.3537536-05:00,2026-01-17T16:28:51.3537536Z,GroundBall,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,8eec33bf-9aa3-4187-bbd2-06146c6ecc94,53.88312,-125.47216,15.30548,5.65704,-3.69994,-8.42766,-2.51831,7.05053,-5.28073,,3.07326,64.15371,,,,,,,,2.53906,-32.3344,,,,,,,,-0.46282,-87.62867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,,220.240226,34.414473,1752.241344,0.824971,1:15,-0.584145,-0.549528,-0.597323,-51.977593,25.65821,-27.70581,178.710752,2.667447,0.022475,0.046539,-0.998664,2.668121,1.287851,0.046539,0.022475,0.998664,-2.668121,-1.287851,-0.046539,-0.022475,0.998664,-178.710752,-2.667447,-0.022475,-0.046539,-0.998664
45,46,2026-01-17,11:29:12.75,2,2,"Jahnz, Ben",10960782,Right,RHO_RAM,"Thompson, Ryan",10108321,Right,RHO_RAM,Undefined,2,Top,1,0,1,Splitter,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,78.15325,-0.832287,-2.320328,791.636723,50.816837,7:45,5.61979,2.37306,5.98253,-45.0281,1.08752,-0.6161,1.09531,0.16982,71.30737,-9.132274,-2.431198,0.488759,,,,,,,,,,,,-0.41366,1.27661,-2.18939,50,5.52925,4.61621,-113.37149,-3.02902,-0.53156,23.18431,-30.53365,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260117-BillBeckField-Private-1,a8d90d00-f3c1-11f0-bcae-6d0f06427643,77.11854,,,6.84587,,,,,,,eca42198-da89-499d-89cf-5a85f80995ee,2026-01-17,16:29:12.75,2026-01-17T11:29:12.7519232-05:00,2026-01-17T16:29:12.7519232Z,,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,223c1bd6-fb6f-4377-9a67-3cc1ea46f89c,54.51621,-114.29132,11.59216,5.62539,-1.81761,-15.26682,-2.37296,4.6373,-0.26578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,232.44486,45.440438,555.452185,0.70165,1:45,-0.721104,-0.566536,-0.398805,66.033468,19.019933,-9.741771,115.741446,26.825058,0.803831,0.451268,-0.387574,49.342181,53.497477,0.451268,0.803831,0.387574,-49.342181,-53.497477,-0.451268,-0.803831,0.387574,-115.741446,-26.825058,-0.803831,-0.451268,-0.387574
46,47,2026-01-17,11:29:27.80,2,3,"Jahnz, Ben",10960782,Right,RHO_RAM,"Thompson, Ryan",10108321,Right,RHO_RAM,Undefined,2,Top,1,1,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,77.41991,-0.996588,-1.907118,1142.138754,197.22431,12:30,5.68871,2.36383,5.96803,-33.45994,14.22217,3.8228,1.97578,0.91354,69.34547,-7.298429,-1.219954,0.496992,,,,,,,,,,,,-2.60386,8.20378,-2.21464,50,5.59165,3.58426,-112.0682,-2.88971,-3.2273,25.05063,-22.00605,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260117-BillBeckField-Private-1,b1b62f70-f3c1-11f0-bcae-6d0f06427643,75.84116,,,8.07444,,,,,,,eca42198-da89-499d-89cf-5a85f80995ee,2026-01-17,16:29:27.80,2026-01-17T11:29:27.8006784-05:00,2026-01-17T16:29:27.8006784Z,,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,f2ea8a22-a4b1-44a2-8f85-8054c88751e8,54.52324,-113.07476,12.52532,5.68999,-2.00549,-11.00303,-2.36127,3.71393,-1.61365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,230.160567,61.410173,546.554463,0.478536,1:45,-0.881264,-0.382657,-0.277394,53.891923,-49.579839,52.866922,98.435827,-40.356566,0.753785,-0.647542,-0.111791,80.205075,-48.919306,0.647542,-0.753785,0.111791,-80.205075,48.919306,-0.647542,0.753785,0.111791,-98.435827,40.356566,-0.753785,0.647542,-0.111791
47,48,2026-01-17,11:29:44.18,2,4,"Jahnz, Ben",10960782,Right,RHO_RAM,"Thompson, Ryan",10108321,Right,RHO_RAM,Undefined,2,Top,1,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,86.95114,-0.82391,-3.780696,2102.250463,208.730224,1:00,5.88124,2.13932,6.61896,-17.61442,19.24666,9.76445,3.65714,-0.51436,77.6439,-4.273623,-2.009891,0.436974,,,,,,,,,,,,-6.35646,10.75036,-1.88545,50,5.81741,7.92728,-125.87926,-2.20153,-9.96213,31.08743,-15.32561,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260117-BillBeckField-Private-1,bb75c2a0-f3c1-11f0-bcae-6d0f06427643,86.25791,,,9.30724,,,,,,,eca42198-da89-499d-89cf-5a85f80995ee,2026-01-17,16:29:44.18,2026-01-17T11:29:44.1863680-05:00,2026-01-17T16:29:44.1863680Z,,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,23a53467-ddd6-41bb-9387-ff4c1a087c6f,53.87376,-126.83233,15.54372,5.8777,-1.73168,-7.66281,-2.13316,8.23269,-4.98106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,214.595944,32.331904,1776.32629,0.844964,1:15,-0.572583,-0.487399,-0.659235,-50.770595,21.638155,-33.607677,177.072495,4.402323,0.050922,0.076759,-0.995748,4.408053,2.91886,0.076759,0.050922,0.995748,-4.408053,-2.91886,-0.076759,-0.050922,0.995748,-177.072495,-4.402323,-0.050922,-0.076759,-0.995748
48,49,2026-01-17,11:30:00.92,2,5,"Jahnz, Ben",10960782,Right,RHO_RAM,"Thompson, Ryan",10108321,Right,RHO_RAM,Undefined,2,Top,1,2,2,ChangeUp,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,79.18286,-2.170918,-1.063311,1087.421726,230.293638,1:45,5.70034,2.19105,6.03842,-35.99659,9.12079,8.9654,0.6892,1.9535,71.70552,-8.87132,0.553551,0.483441,,,,,,,,,,,,-4.92827,5.93654,-2.11265,50,5.51197,1.78898,-114.75404,-5.41886,-6.45104,24.86899,-24.40321,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260117-BillBeckField-Private-1,c57a9c30-f3c1-11f0-bcae-6d0f06427643,77.96699,,,7.47734,,,,,,,eca42198-da89-499d-89cf-5a85f80995ee,2026-01-17,16:30:00.92,2026-01-17T11:30:00.9233408-05:00,2026-01-17T16:30:00.9233408Z,,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,3ae8040c-2790-4fae-81d6-408a1a780e91,54.45656,-115.71581,12.43449,5.70328,-4.4751,-12.20161,-2.18666,2.03847,-3.22552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,221.498891,38.110563,855.606528,0.786821,1:30,-0.607822,-0.544357,-0.578124,52.938477,14.766908,-7.475147,94.638632,21.522133,0.927229,0.366861,-0.075232,78.410991,68.006886,0.366861,0.927229,0.075232,-78.410991,-68.006886,-0.366861,-0.927229,0.075232,-94.638632,-21.522133,-0.927229,-0.366861,-0.075232
49,50,2026-01-17,11:30:18.33,2,6,"Jahnz, Ben",10960782,Right,RHO_RAM,"Thompson, Ryan",10108321,Right,RHO_RAM,Undefined,2,Top,1,3,2,Slider,Curveball,InPlay,Undefined,GroundBall,Error,0,0,,74.07881,0.352347,-1.778811,2283.369583,107.517415,9:30,5.46085,2.35562,5.94493,-44.95416,6.64008,-15.24536,2.04166,-0.56532,67.26057,-7.98479,-4.516038,0.516978,56.83169,-80.794852,-37.274864,,,,,2.53084,2.53084,6.563588,0.026075,7.2667,3.80492,-2.20527,50,5.46385,3.86696,-107.45014,-0.61825,8.34644,21.66553,-27.80377,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260117-BillBeckField-Private-1,cfe9f760-f3c1-11f0-bcae-6d0f06427643,72.90919,2.15593,,6.81825,,,,2.23623,2.15593,0.50089,eca42198-da89-499d-89cf-5a85f80995ee,2026-01-17,16:30:18.33,2026-01-17T11:30:18.3385088-05:00,2026-01-17T16:30:18.3385088Z,GroundBall,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,492e9ac4-886f-4238-88ab-742ba6981db7,54.55336,-108.36436,10.83277,5.46519,0.55498,-13.90188,-2.36101,3.51477,4.17322,,2.23602,10.66207,,,,,,,,2.15761,-82.68055,,,,,,,,0.50106,-8.11493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,,75.611755,69.390094,803.754059,0.352003,8:30,-0.930719,0.346712,0.116416,-14.216442,48.08325,53.453992,96.618293,-15.718621,0.956189,-0.270913,-0.110944,67.729952,-72.977326,0.270913,-0.956189,0.110944,-67.729952,72.977326,-0.270913,0.956189,0.110944,-96.618293,15.718621,-0.956189,0.270913,-0.110944
50,51,2026-01-17,11:31:26.61,3,1,"Jahnz, Ben",10960782,Right,RHO_RAM,"Maceda, Derek",10321092,Left,RHO_RAM,Undefined,2,Top,1,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,72.27043,3.084736,-1.575109,2116.670446,92.73112,9:00,5.50731,2.56508,5.82385,-52.04963,2.63536,-14.20272,4.0415,-0.08319,65.18021,-6.562426,-4.115567,0.532238,,,,,,,,,,,,6.63548,0.98122,-2.42826,50,5.72983,3.39069,-104.62575,4.12085,7.22239,20.62292,-31.10605,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260117-BillBeckField-Private-1,f89027c0-f3c1-11f0-bcae-6d0f06427643,70.81883,,,7.09022,,,,,,,eca42198-da89-499d-89cf-5a85f80995ee,2026-01-17,16:31:26.61,2026-01-17T11:31:26.6122752-05:00,2026-01-17T16:31:26.6122752Z,,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,16fb9769-e0b9-46d4-a72f-3009c76ae8a9,54.67212,-105.54265,10.31146,5.51587,5.50385,-15.55302,-2.57187,3.06958,3.61119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,68.436697,63.596408,941.264989,0.444691,8:15,-0.867309,0.461168,0.187348,-7.796107,37.515765,61.194247,105.950383,-7.193249,0.953933,-0.125216,-0.272642,24.667909,-72.541119,0.125216,-0.953933,0.272642,-24.667909,72.541119,-0.125216,0.953933,0.272642,-105.950383,7.193249,-0.953933,0.125216,-0.272642
51,52,2026-01-17,11:31:45.92,3,2,"Jahnz, Ben",10960782,Right,RHO_RAM,"Maceda, Derek",10321092,Left,RHO_RAM,Undefined,2,Top,1,1,0,Splitter,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,75.53848,-1.190029,-3.517429,1054.014177,231.014984,1:45,5.58819,2.40749,6.03432,-39.99636,9.99008,9.92028,1.15095,-0.02706,67.93778,-8.659591,-1.733957,0.508859,,,,,,,,,,,,-6.37996,6.09201,-2.13803,50,5.47374,6.37093,-109.31002,-3.39165,-7.52283,23.83881,-24.99077,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260117-BillBeckField-Private-1,042628a0-f3c2-11f0-bcae-6d0f06427643,74.07246,,,7.60069,,,,,,,eca42198-da89-499d-89cf-5a85f80995ee,2026-01-17,16:31:45.92,2026-01-17T11:31:45.9260928-05:00,2026-01-17T16:31:45.9260928Z,,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,7b08229f-3906-4266-94a2-b4f8e41e5398,54.46262,-110.27895,11.91941,5.59095,-2.3759,-12.49539,-2.40319,6.67669,-3.76141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,233.732256,52.461376,642.206735,0.609296,1:45,-0.803208,-0.507614,-0.311744,53.022509,-40.333513,64.779821,106.372428,-32.111477,0.812669,-0.531568,-0.238757,65.81253,-54.357502,0.531568,-0.812669,0.238757,-65.81253,54.357502,-0.531568,0.812669,0.238757,-106.372428,32.111477,-0.812669,0.531568,-0.238757
52,53,2026-01-17,11:32:01.72,3,3,"Jahnz, Ben",10960782,Right,RHO_RAM,"Maceda, Derek",10321092,Left,RHO_RAM,Undefined,2,Top,1,2,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,84.89896,-1.319708,-1.441648,1973.369443,235.529416,1:45,5.4309,2.78743,6.31126,-26.02879,12.98666,16.71517,2.04556,2.85208,76.07926,-6.269617,1.584002,0.449562,,,,,,,,,,,,-9.05134,7.64516,-2.6886,50,5.32201,2.41934,-123.06699,-3.57282,-13.55008,29.85781,-20.72905,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260117-BillBeckField-Private-1,0d9021c0-f3c2-11f0-bcae-6d0f06427643,83.84256,,,8.8197,,,,,,,eca42198-da89-499d-89cf-5a85f80995ee,2026-01-17,16:32:01.72,2026-01-17T11:32:01.7219584-05:00,2026-01-17T16:32:01.7219584Z,,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,e32c4743-2d56-4e94-9325-4a5530681c23,54.18237,-124.07754,14.9289,5.43107,-2.87124,-10.36452,-2.77824,2.87795,-6.77504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,228.340709,24.549667,1794.979711,0.909601,1:30,-0.414805,-0.688962,-0.594364,-33.818018,36.124523,4.718901,178.300904,6.898693,0.029436,0.120114,-0.992324,6.901698,1.686791,0.120114,0.029436,0.992324,-6.901698,-1.686791,-0.120114,-0.029436,0.992324,-178.300904,-6.898693,-0.029436,-0.120114,-0.992324
53,54,2026-01-17,11:32:26.20,3,4,"Jahnz, Ben",10960782,Right,RHO_RAM,"Maceda, Derek",10321092,Left,RHO_RAM,Undefined,2,Top,1,3,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.47578,-1.330942,-3.16958,2026.146231,214.620286,1:15,5.5003,2.7237,6.70103,-22.27426,17.34249,10.95138,2.42506,0.73519,75.09476,-5.630948,-1.177345,0.453013,,,,,,,,,,,,-6.78296,10.00256,-2.51646,50,5.4027,6.2985,-121.01327,-3.34296,-9.87242,27.68533,-17.61559,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260117-BillBeckField-Private-1,1c24e3b0-f3c2-11f0-bcae-6d0f06427643,83.20385,,,8.38102,,,,,,,eca42198-da89-499d-89cf-5a85f80995ee,2026-01-17,16:32:26.20,2026-01-17T11:32:26.2044672-05:00,2026-01-17T16:32:26.2044672Z,,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,89374010-dc67-4f83-9535-cb74d92473d9,53.79427,-121.87822,13.84266,5.49854,-2.7926,-8.8078,-2.71805,6.60694,-4.93621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,223.582311,33.409091,1691.346861,0.834761,1:30,-0.56971,-0.588114,-0.574066,-61.410746,21.343724,-33.304579,176.168703,7.660241,0.066223,0.133298,-0.988861,7.677195,3.797056,0.133298,0.066223,0.988861,-7.677195,-3.797056,-0.133298,-0.066223,0.988861,-176.168703,-7.660241,-0.066223,-0.133298,-0.988861
54,55,2026-01-17,11:32:46.08,3,5,"Jahnz, Ben",10960782,Right,RHO_RAM,"Maceda, Derek",10321092,Left,RHO_RAM,Undefined,2,Top,1,3,1,Fastball,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,83.28934,-0.950119,-4.418868,2105.106542,212.851194,1:00,5.62569,2.51342,6.68611,-23.21328,16.33213,9.66678,2.81958,-0.73066,75.56794,-5.395734,-2.665476,0.452605,94.38411,16.070274,43.955132,3017.626575,72.47952,21.49168,82.74484,240.12704,193.32423,54.739366,2.246257,-6.48012,9.31587,-2.22174,50,5.55273,8.99234,-120.72345,-2.57997,-9.47277,25.57841,-18.55594,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260117-BillBeckField-Private-1,27fa1070-f3c2-11f0-bcae-6d0f06427643,83.27886,21.78983,,7.7214,,,,2.18059,2.86503,0.9049,eca42198-da89-499d-89cf-5a85f80995ee,2026-01-17,16:32:46.08,2026-01-17T11:32:46.0852224-05:00,2026-01-17T16:32:46.0852224Z,LineDrive,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,de007662-7358-48cd-8480-53017cf8bc73,53.81275,-121.52859,12.78921,5.62474,-1.99588,-9.27797,-2.50949,9.29052,-4.73638,,2.18059,95.75894,-23.91466,5.82971,-1.35472,0.2525,-0.0395,0.00407,-0.00017,2.86503,38.31962,-21.3441,2.23742,-0.34937,0.0473,-0.00352,0.00026,-6e-05,0.9049,92.32887,-0.14681,-2.20881,0.94137,-0.28545,0.06458,-0.00975,0.00066,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,218.503886,33.316541,1759.129814,0.835649,1:15,-0.58934,-0.529284,-0.610358,-50.733856,27.595498,-24.421038,179.938295,4.217118,0.001074,0.073536,-0.997292,4.217121,0.061538,0.073536,0.001074,0.997292,-4.217121,-0.061538,-0.073536,-0.001074,0.997292,-179.938295,-4.217118,-0.001074,-0.073536,-0.997292
55,56,2026-01-17,11:33:13.60,3,6,"Jahnz, Ben",10960782,Right,RHO_RAM,"Maceda, Derek",10321092,Left,RHO_RAM,Undefined,2,Top,1,3,2,Splitter,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,77.11708,-1.504172,-3.851952,1092.454927,268.517911,3:00,5.48212,2.54505,6.1237,-45.32447,1.91815,10.33193,0.31109,-0.16024,70.40638,-9.867763,-1.990128,0.494696,,,,,,,,,,,,-6.63874,1.84626,-2.25552,50,5.34294,7.17124,-111.74501,-4.25865,-8.28231,22.64236,-29.87071,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260117-BillBeckField-Private-1,385ed770-f3c2-11f0-bcae-6d0f06427643,76.19314,,,6.71071,,,,,,,eca42198-da89-499d-89cf-5a85f80995ee,2026-01-17,16:33:13.60,2026-01-17T11:33:13.6030208-05:00,2026-01-17T16:33:13.6030208Z,,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,439ee7b7-1617-4113-acc0-55c712257721,54.37715,-112.62844,11.32118,5.48636,-3.09319,-14.93535,-2.54162,7.49439,-4.14116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,234.475459,38.558996,854.263434,0.781967,1:45,-0.635553,-0.652559,-0.4126,50.880884,25.278697,1.041419,95.496535,24.149024,0.908289,0.409111,-0.087403,77.940582,65.269944,0.409111,0.908289,0.087403,-77.940582,-65.269944,-0.409111,-0.908289,0.087403,-95.496535,-24.149024,-0.908289,-0.409111,-0.087403
