,PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4
52,53,2026-01-15,10:54:23.81,1,1,"Aikens, Parker",836334,Left,RHO_RAM,"Henschel, Ryan",10014628,Right,RHO_RAM,Undefined,2,Top,0,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,71.80309,2.067255,1.844828,2554.471381,248.761534,2:15,4.53759,-2.9723,4.41935,-50.62889,7.76717,14.51139,2.29295,-0.00209,64.79489,-7.098984,4.374349,0.550001,,,,,,,,,,,,-6.38965,3.71201,2.76106,50,4.70886,-3.93426,-103.73778,2.01446,-6.84257,20.15201,-28.19891,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260115-BillBeckField-Private-1,76f74470-f22a-11f0-8b6a-b1ca32f5096f,68.53164,,,7.00821,,,,,,,3a3e8516-106f-4c8b-b4b4-9ea84ae71936,2026-01-15,15:54:23.81,2026-01-15T10:54:23.8192640-05:00,2026-01-15T15:54:23.8192640Z,,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,af5418d5-eb2c-4289-a6ad-7c4ec7815a5f,56.07589,-104.91144,10.076,4.54372,3.65677,-14.09946,2.97858,-3.53574,-3.42128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,261.810955,-72.436331,770.851135,0.301765,2:45,0.942883,-0.332885,-0.012636,-3.467953,-7.904712,-61.016639,95.785187,42.037793,0.738921,0.669621,-0.074864,83.620803,47.639545,0.669621,0.738921,0.074864,-83.620803,-47.639545,-0.669621,-0.738921,0.074864,-95.785187,-42.037793,-0.738921,-0.669621,-0.074864
53,54,2026-01-15,10:54:38.49,1,2,"Aikens, Parker",836334,Left,RHO_RAM,"Henschel, Ryan",10014628,Right,RHO_RAM,Undefined,2,Top,0,0,1,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.53282,0.680954,3.867976,1932.814655,87.009636,9:00,4.84947,-2.84726,4.78063,-43.97491,0.14098,-25.38864,1.83187,-1.291,74.33584,-7.265279,-0.590548,0.478045,,,,,,,,,,,,13.55662,0.31465,2.48358,50,4.87925,-6.85538,-118.02793,-0.27875,19.0505,23.26206,-31.73187,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260115-BillBeckField-Private-1,7f85aaa0-f22a-11f0-8b6a-b1ca32f5096f,78.84701,,,7.19698,,,,,,,3a3e8516-106f-4c8b-b4b4-9ea84ae71936,2026-01-15,15:54:38.49,2026-01-15T10:54:38.4915456-05:00,2026-01-15T15:54:38.4915456Z,,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,f69381be-2c22-4782-b58b-155cc22fdd4c,55.7208,-119.15011,11.63103,4.85577,1.25201,-15.86594,2.83645,-7.77438,9.52525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,105.596032,-13.541305,1879.085064,0.972201,9:30,0.262332,0.933557,-0.244239,-22.265011,34.360811,-25.841494,94.921882,-0.168264,0.996308,-0.002937,-0.085797,1.960417,-85.075249,0.002937,-0.996308,0.085797,-1.960417,85.075249,-0.002937,0.996308,0.085797,-94.921882,0.168264,-0.996308,0.002937,-0.085797
54,55,2026-01-15,10:54:53.73,1,3,"Aikens, Parker",836334,Left,RHO_RAM,"Henschel, Ryan",10014628,Right,RHO_RAM,Undefined,2,Top,0,1,1,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.09402,0.553511,4.815563,2002.441365,88.89561,9:00,4.92803,-2.92138,4.87595,-43.71951,1.06406,-27.02651,1.81036,-0.60624,73.4721,-7.375898,0.06893,0.481649,,,,,,,,,,,,14.78398,0.80524,2.47134,50,4.94566,-8.69546,-117.19731,-0.49785,20.36453,24.13537,-31.06487,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260115-BillBeckField-Private-1,88c9a530-f22a-11f0-8b6a-b1ca32f5096f,78.25703,,,7.62192,,,,,,,3a3e8516-106f-4c8b-b4b4-9ea84ae71936,2026-01-15,15:54:53.73,2026-01-15T10:54:53.7314304-05:00,2026-01-15T15:54:53.7314304Z,,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,88b59fbf-a4c1-4cab-808e-1161255947b6,55.62515,-118.35007,12.06768,4.934,0.98588,-15.53243,2.90989,-9.66811,10.18227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,110.308458,-12.719551,1953.300387,0.975459,9:45,0.256619,0.912653,-0.318137,-27.378911,42.442851,-30.931779,93.600902,1.796309,0.997535,0.031346,-0.062775,26.534871,85.976448,0.031346,0.997535,0.062775,-26.534871,-85.976448,-0.031346,-0.997535,0.062775,-93.600902,-1.796309,-0.997535,-0.031346,-0.062775
55,56,2026-01-15,10:55:15.21,1,4,"Aikens, Parker",836334,Left,RHO_RAM,"Henschel, Ryan",10014628,Right,RHO_RAM,Undefined,2,Top,0,1,2,Fastball,Changeup,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,81.51159,1.181291,5.300499,2045.634185,99.475602,9:15,4.89328,-2.92654,4.82092,-38.14482,6.55449,-29.33411,2.83841,-0.33615,73.23621,-5.787352,0.164387,0.481196,,,,,,,,,,,,15.97119,3.33732,2.42568,50,4.9787,-9.58728,-117.59406,1.0243,22.06048,25.12273,-27.5643,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260115-BillBeckField-Private-1,956c3410-f22a-11f0-8b6a-b1ca32f5096f,78.33079,,,8.27538,,,,,,,3a3e8516-106f-4c8b-b4b4-9ea84ae71936,2026-01-15,15:55:15.21,2026-01-15T10:55:15.2190000-05:00,2026-01-15T15:55:15.2190000Z,,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,13a82d2f-bafc-4d25-a6c2-6536b857c813,55.67804,-118.80092,12.56137,4.89769,2.34845,-13.78215,2.91169,-10.64703,11.03024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.45054,,,0.984717,,,,-0.62934,5.6345,-2.78267,69.77476,6.71476,-55.00416,-0.58506,76.66024,-5.29082,5.65917,13.64729,-12.77093,-2.8824,-61.36529,8.56931,High,High,High,,,High,High,High,108.038123,-15.596189,1970.314855,0.96318,9:30,0.314001,0.910103,-0.270398,-23.423073,28.009125,-26.40106,96.153298,1.041952,0.994074,0.018184,-0.107171,9.630055,83.759442,0.018184,0.994074,0.107171,-9.630055,-83.759442,-0.018184,-0.994074,0.107171,-96.153298,-1.041952,-0.994074,-0.018184,-0.107171
56,57,2026-01-15,10:55:44.26,2,1,"Aikens, Parker",836334,Left,RHO_RAM,"Grotyohann, Connor",1000242930,Right,RHO_RAM,Undefined,2,Top,1,0,0,Fastball,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,82.11781,0.643007,5.530143,2076.849888,91.264378,9:00,4.84484,-2.92113,4.85734,-41.5662,2.05815,-25.3106,1.99249,0.22051,74.56877,-6.889767,1.096249,0.475374,,,,,,,,,,,,14.07304,1.25488,2.39708,50,4.87314,-10.364,-118.58255,-0.23477,19.9373,23.74702,-30.39625,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260115-BillBeckField-Private-1,a6c14e80-f22a-11f0-8b6a-b1ca32f5096f,79.29001,,,7.54903,,,,,,,3a3e8516-106f-4c8b-b4b4-9ea84ae71936,2026-01-15,15:55:44.26,2026-01-15T10:55:44.2628096-05:00,2026-01-15T15:55:44.2628096Z,,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,784cf59c-1002-479d-875d-f4bc16f87b42,55.64374,-119.70742,11.87351,4.85016,1.20506,-15.19812,2.91038,-11.3084,9.96865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,108.916335,-10.413578,2042.641398,0.983529,9:45,0.22102,0.928324,-0.298939,-26.583268,25.98887,-22.666126,96.936233,-0.415438,0.992655,-0.007251,-0.120761,3.435996,-83.051398,0.007251,-0.992655,0.120761,-3.435996,83.051398,-0.007251,0.992655,0.120761,-96.936233,0.415438,-0.992655,0.007251,-0.120761
57,58,2026-01-15,10:56:06.18,2,2,"Aikens, Parker",836334,Left,RHO_RAM,"Grotyohann, Connor",1000242930,Right,RHO_RAM,Undefined,2,Top,1,0,1,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.54666,0.894589,3.420397,2067.597745,102.912388,9:30,4.87698,-3.0279,4.76244,-36.30297,8.36087,-29.21372,2.70156,-2.2153,73.26585,-5.75355,-1.707654,0.481005,,,,,,,,,,,,15.31958,4.29925,2.71159,50,4.93568,-5.72007,-117.8882,0.5046,21.20348,25.85821,-26.22355,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260115-BillBeckField-Private-1,b3cc6330-f22a-11f0-8b6a-b1ca32f5096f,78.36185,,,8.28081,,,,,,,3a3e8516-106f-4c8b-b4b4-9ea84ae71936,2026-01-15,15:56:06.18,2026-01-15T10:56:06.1873664-05:00,2026-01-15T15:56:06.1873664Z,,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,e510162f-98b8-446f-87a9-719c4a63f8f1,55.73568,-119.13965,12.9291,4.88055,1.77373,-13.11178,3.01325,-6.74625,10.60174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,109.058995,-13.811368,2007.817158,0.971087,9:45,0.271495,0.914016,-0.301439,-25.768072,28.019788,-26.901276,95.495862,-0.531933,0.99536,-0.009284,-0.09577,5.536912,-84.478534,0.009284,-0.99536,0.09577,-5.536912,84.478534,-0.009284,0.99536,0.09577,-95.495862,0.531933,-0.99536,0.009284,-0.09577
58,59,2026-01-15,10:56:22.49,2,3,"Aikens, Parker",836334,Left,RHO_RAM,"Grotyohann, Connor",1000242930,Right,RHO_RAM,Undefined,2,Top,1,1,1,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,70.87439,1.51815,1.848567,2508.721592,228.793216,1:45,4.66601,-2.94183,4.2675,-50.23412,10.35457,9.15312,1.93356,-0.40968,63.62987,-7.582023,3.440773,0.560231,,,,,,,,,,,,-3.76292,5.1226,2.73033,50,4.78132,-3.67527,-102.31024,1.00702,-3.89765,20.46021,-26.86798,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260115-BillBeckField-Private-1,bda48770-f22a-11f0-8b6a-b1ca32f5096f,67.28016,,,7.24452,,,,,,,3a3e8516-106f-4c8b-b4b4-9ea84ae71936,2026-01-15,15:56:22.49,2026-01-15T10:56:22.4978432-05:00,2026-01-15T15:56:22.4978432Z,,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,54c475d6-ebf0-4062-924e-0455fb1bd915,56.22637,-103.54792,10.2301,4.67124,2.63232,-13.43399,2.94553,-3.4395,-1.94883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,261.080472,-74.467575,671.794669,0.267784,2:45,0.956974,-0.289979,-0.010655,-9.769023,-10.941138,-54.748771,93.983804,39.248842,0.772534,0.63269,-0.053801,85.139488,50.582012,0.63269,0.772534,0.053801,-85.139488,-50.582012,-0.63269,-0.772534,0.053801,-93.983804,-39.248842,-0.772534,-0.63269,-0.053801
59,60,2026-01-15,10:56:46.12,2,4,"Aikens, Parker",836334,Left,RHO_RAM,"Grotyohann, Connor",1000242930,Right,RHO_RAM,Undefined,2,Top,1,1,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,74.9512,-0.252242,4.781376,2149.25152,102.97671,9:30,4.7376,-2.8223,5.17129,-44.23707,8.25729,-26.841,0.81298,-0.54898,67.28102,-8.380272,0.040401,0.521468,,,,,,,,,,,,15.07906,4.74587,2.39789,50,4.68073,-8.00743,-108.20845,-1.89639,17.47142,22.89185,-26.67523,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260115-BillBeckField-Private-1,cbbdd7d0-f22a-11f0-8b6a-b1ca32f5096f,72.28138,,,7.67019,,,,,,,3a3e8516-106f-4c8b-b4b4-9ea84ae71936,2026-01-15,15:56:46.12,2026-01-15T10:56:46.1296640-05:00,2026-01-15T15:56:46.1296640Z,,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,a8b7519e-8ac4-4f4c-82d9-6c4847569a06,55.32764,-109.32972,11.44592,4.74162,-0.58981,-13.33762,2.81106,-8.86321,8.73571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,105.361773,-13.879165,2086.501483,0.970804,9:30,0.256368,0.937166,-0.236633,-61.81123,-45.766613,-81.84465,157.438542,52.311611,0.234566,0.791347,-0.564578,54.49447,13.56602,0.791347,0.234566,0.564578,-54.49447,-13.56602,-0.791347,-0.234566,0.564578,-157.438542,-52.311611,-0.234566,-0.791347,-0.564578
60,61,2026-01-15,10:57:11.75,2,5,"Aikens, Parker",836334,Left,RHO_RAM,"Grotyohann, Connor",1000242930,Right,RHO_RAM,Undefined,2,Top,1,2,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,70.79051,1.887368,0.947655,2579.309695,266.757918,3:00,4.53527,-2.99912,4.44083,-56.64846,2.68284,12.42583,1.61566,-1.05967,64.65976,-8.294339,3.118748,0.554387,,,,,,,,,,,,-5.76768,1.2785,2.88577,50,4.68022,-2.18359,-102.50091,1.4412,-6.09149,18.09431,-30.82376,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260115-BillBeckField-Private-1,dae9f7c0-f22a-11f0-8b6a-b1ca32f5096f,67.98936,,,6.13076,,,,,,,3a3e8516-106f-4c8b-b4b4-9ea84ae71936,2026-01-15,15:57:11.75,2026-01-15T10:57:11.7511168-05:00,2026-01-15T15:57:11.7511168Z,,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,2fdbe979-761d-4d59-8f2d-df7b38a0f087,56.05831,-103.56485,9.04716,4.54219,3.25363,-15.41188,3.00364,-1.82541,-3.04574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,275.076568,-70.220961,872.822134,0.338394,3:15,0.928771,-0.367875,0.045311,1.833577,9.157552,-51.805753,108.074145,57.702418,0.507951,0.845284,-0.16577,78.904426,30.52746,0.845284,0.507951,0.16577,-78.904426,-30.52746,-0.845284,-0.507951,0.16577,-108.074145,-57.702418,-0.507951,-0.845284,-0.16577
61,62,2026-01-15,10:57:39.81,2,6,"Aikens, Parker",836334,Left,RHO_RAM,"Grotyohann, Connor",1000242930,Right,RHO_RAM,Undefined,2,Top,1,3,2,Fastball,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,81.80147,0.203764,3.783681,2015.411715,91.532216,9:00,4.81169,-2.84574,4.9396,-41.5864,2.20886,-25.29305,1.53916,-1.37229,74.2181,-7.355048,-0.672204,0.476305,,,,,,,,,,,,13.61036,1.48728,2.4996,50,4.79728,-6.71788,-118.37729,-1.13098,19.12851,24.61075,-30.08379,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260115-BillBeckField-Private-1,eb9a46b0-f22a-11f0-8b6a-b1ca32f5096f,79.13511,,,7.58337,,,,,,,3a3e8516-106f-4c8b-b4b4-9ea84ae71936,2026-01-15,15:57:39.81,2026-01-15T10:57:39.8150000-05:00,2026-01-15T15:57:39.8150000Z,,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,fbb0ee24-3a41-4e34-abe9-00f5d225661e,55.56059,-119.52775,12.30537,4.81728,0.27533,-15.04189,2.83454,-7.61206,9.56425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.93162,,,1.02644,,,,0.44593,6.2099,-1.75277,70.9273,6.8696,-53.85218,0.50094,73.98711,-5.23729,6.2337,13.39658,-12.44769,-1.85779,-58.65456,7.79534,High,High,High,,,High,High,High,108.56005,-13.0512,1963.350921,0.974169,9:30,0.249067,0.922694,-0.294282,-27.912537,35.603731,-29.177874,95.903446,-1.015801,0.99454,-0.017728,-0.102836,9.781202,-84.010102,0.017728,-0.99454,0.102836,-9.781202,84.010102,-0.017728,0.99454,0.102836,-95.903446,1.015801,-0.99454,0.017728,-0.102836
62,63,2026-01-15,10:58:08.17,3,1,"Aikens, Parker",836334,Left,RHO_RAM,"Maceda, Derek",10321092,Left,RHO_RAM,Undefined,2,Top,2,0,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,70.89509,2.214038,0.752478,2593.360022,263.454148,2:45,4.54116,-2.9191,4.50944,-55.63964,3.96677,15.70895,2.01489,-0.89316,64.07648,-7.846143,3.499586,0.555671,,,,,,,,,,,,-7.35158,1.85232,2.82439,50,4.72077,-1.97509,-102.50755,2.07641,-7.68997,19.61751,-30.23645,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260115-BillBeckField-Private-1,fc91fee0-f22a-11f0-8b6a-b1ca32f5096f,67.83225,,,6.8186,,,,,,,3a3e8516-106f-4c8b-b4b4-9ea84ae71936,2026-01-15,15:58:08.17,2026-01-15T10:58:08.1734656-05:00,2026-01-15T15:58:08.1734656Z,,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,c77f66c6-8514-48ce-aba0-57ce446a9f50,55.98702,-103.64699,9.80876,4.54917,3.83262,-15.11823,2.92614,-1.52844,-3.84498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,274.500881,-66.628848,1028.748997,0.396686,3:15,0.901505,-0.43063,0.042973,0.002529,7.83097,-59.66939,105.457084,54.40111,0.561053,0.813112,-0.155141,79.19784,34.128624,0.813112,0.561053,0.155141,-79.19784,-34.128624,-0.813112,-0.561053,0.155141,-105.457084,-54.40111,-0.561053,-0.813112,-0.155141
63,64,2026-01-15,10:58:27.82,3,2,"Aikens, Parker",836334,Left,RHO_RAM,"Maceda, Derek",10321092,Left,RHO_RAM,Undefined,2,Top,2,1,0,Knuckleball,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,71.38764,2.549451,1.862361,2590.890002,232.952542,1:45,4.53955,-3.04463,4.40449,-48.86574,10.85099,11.25284,2.90362,-0.32874,63.68194,-6.359897,3.822558,0.556185,,,,,,,,,,,,-4.73685,5.02792,2.83438,50,4.76488,-3.81114,-102.94623,2.94771,-4.95023,21.26052,-26.91964,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260115-BillBeckField-Private-1,0849b890-f22b-11f0-8b6a-b1ca32f5096f,67.76958,,,7.7057,,,,,,,3a3e8516-106f-4c8b-b4b4-9ea84ae71936,2026-01-15,15:58:27.82,2026-01-15T10:58:27.8298624-05:00,2026-01-15T15:58:27.8298624Z,,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,d9c2337e-d6ae-4a70-8ec9-aeb1d781f1fb,56.08755,-104.19585,10.63026,4.54512,4.52995,-13.45982,3.04983,-3.52018,-2.47511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,264.770525,-72.455428,781.01766,0.301448,2:45,0.939583,-0.342308,0.003061,-3.093692,-0.596058,-56.710173,92.61064,53.278178,0.59731,0.801548,-0.027235,88.053965,36.677475,0.801548,0.59731,0.027235,-88.053965,-36.677475,-0.801548,-0.59731,0.027235,-92.61064,-53.278178,-0.59731,-0.801548,-0.027235
64,65,2026-01-15,10:58:44.15,3,3,"Aikens, Parker",836334,Left,RHO_RAM,"Maceda, Derek",10321092,Left,RHO_RAM,Undefined,2,Top,2,1,1,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.69059,0.060027,5.529796,2085.363574,88.960102,9:00,4.81859,-2.81541,4.90291,-44.02443,1.13169,-23.87395,1.20692,0.4412,73.36301,-7.909138,1.341925,0.483648,,,,,,,,,,,,13.48355,0.95024,2.29435,50,4.7874,-10.26478,-116.52698,-1.50153,18.41554,23.26331,-30.87623,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260115-BillBeckField-Private-1,121d7000-f22b-11f0-8b6a-b1ca32f5096f,77.93354,,,7.32758,,,,,,,3a3e8516-106f-4c8b-b4b4-9ea84ae71936,2026-01-15,15:58:44.15,2026-01-15T10:58:44.1580544-05:00,2026-01-15T15:58:44.1580544Z,,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,6f60d603-a1e7-48ba-baa1-b91facf1a917,55.59857,-117.63936,11.63165,4.8239,-0.02512,-15.43812,2.80623,-11.14536,9.20777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,110.127699,-15.71048,2007.459049,0.962642,9:45,0.30238,0.903568,-0.303533,-26.459579,36.476481,-34.993426,92.564155,-2.119773,0.998315,-0.036989,-0.044707,39.602587,-86.673541,0.036989,-0.998315,0.044707,-39.602587,86.673541,-0.036989,0.998315,0.044707,-92.564155,2.119773,-0.998315,0.036989,-0.044707
65,66,2026-01-15,10:58:59.73,3,4,"Aikens, Parker",836334,Left,RHO_RAM,"Maceda, Derek",10321092,Left,RHO_RAM,Undefined,2,Top,2,2,1,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,70.2082,2.696431,1.148129,2717.380741,258.960357,2:45,4.60582,-2.95499,4.37146,-55.92991,5.32071,15.74198,2.52258,-0.54652,63.28896,-7.409187,3.891359,0.563283,55.54028,38.812512,-162.80692,3475.945015,,,,132.80111,58.85657,-165.171496,2.406007,-7.25867,2.27217,2.81507,50,4.83994,-2.65466,-101.43052,2.89104,-7.41905,19.51405,-29.85167,RHO_RAM,RHO_RAM,BillBeckField,TeamExclusive,Team,20260115-BillBeckField-Private-1,1b742f40-f22b-11f0-8b6a-b1ca32f5096f,66.91563,30.16274,,6.91924,,,,1.95242,2.66767,0.57459,3a3e8516-106f-4c8b-b4b4-9ea84ae71936,2026-01-15,15:58:59.73,2026-01-15T10:58:59.7387776-05:00,2026-01-15T15:58:59.7387776Z,Popup,v3,471418,471418,,"Botti, Aidan",1000396785,Right,RHO_RAM,199ddc9e-62a3-4058-ba39-639408841233,56.12586,-102.60229,9.75702,4.61252,4.68357,-14.92583,2.9611,-2.20916,-3.70952,18.369934,1.95239,-60.63432,2.38861,0.35499,-0.2978,0.20091,-0.09622,0.02771,-0.0033,2.66767,51.05634,-26.38434,3.01511,-0.63001,0.1083,-0.01698,0.00198,-2e-05,0.57459,-18.76221,3.49153,-1.10759,0.26969,-0.06106,0.01332,-0.00242,0.0002,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,276.717394,-62.144608,1269.673353,0.467242,3:15,0.860053,-0.505114,0.071902,9.57376,14.427133,-55.286562,115.545421,59.135857,0.462855,0.858386,-0.221221,75.548358,27.571475,0.858386,0.462855,0.221221,-75.548358,-27.571475,-0.858386,-0.462855,0.221221,-115.545421,-59.135857,-0.462855,-0.858386,-0.221221
