,Pitcher,pitcherId,team,PitchType,Hand,Count,RelSpeed,IVB,HB,SpinRate,RelSide,RelHeight,Extension,xrv,Stuff+
6021,T. Santana,1176403456,CLMB,CU,R,117,75.08467170940172,-12.889204957264958,-13.124736752136752,2173.477150871795,1.1382068376068375,5.727955128205128,5.580169487179487,0.07679125357158276,99
6022,T. Santana,1176403456,CLMB,FA,R,406,90.80664399014778,16.98810778325123,6.602806600985222,2338.3818162438424,1.165206921182266,5.652256847290641,6.184313990147783,0.10874611547490769,101
6023,T. Santana,1176403456,CLMB,FC,R,39,85.91980000000001,8.16292205128205,-1.7475669230769233,2371.7436573589744,1.2651825641025642,5.597456923076923,5.7279982051282055,0.08578480740801735,98
6024,T. Santana,1176403456,CLMB,SL,R,80,78.99204287500001,4.124799125,-12.937325999999999,2306.252875975,1.5651104999999998,5.458543875,5.3419384999999995,0.07115050756148786,104
6028,P. Dubie,1176408576,BRWN,CH,R,31,83.30797806451613,9.891077741935483,17.62186677419355,1874.6817651935485,2.0173448387096773,5.877048064516129,5.6961625806451615,0.09062534244975004,101
6029,P. Dubie,1176408576,BRWN,CU,R,82,73.99988341463414,-16.341011219512193,-13.491521707317073,2741.9878086341464,1.4317967073170732,6.146106707317073,5.48153487804878,0.06409651987574616,108
6030,P. Dubie,1176408576,BRWN,FA,R,404,90.83433415841586,21.929098712871284,6.454251658415842,2234.269869398515,1.204486014851485,6.393390668316831,5.822431188118812,0.07624525822803559,118
6033,P. Dubie,1176408576,BRWN,SL,R,244,80.91505348360656,1.5053604918032786,-6.862866762295082,2398.7928513483607,1.704634631147541,6.094535983606558,5.46843893442623,0.06668944236816246,108
6037,T. Harris,1176410624,BRWN,FC,L,49,77.49043081632652,1.0439169387755103,3.9258059183673466,1847.2957461428573,-0.9235722448979592,6.07507693877551,6.071246326530612,0.07420770742436672,105
6040,J. Robinson,1176435200,ULM,CH,R,25,86.56299719999998,10.5162676,20.4265896,2318.5436734,2.051512,5.8861216,5.955208,0.06602527305162552,120
6042,J. Robinson,1176435200,ULM,FA,R,348,94.2017492816092,13.561742212643678,14.532558275862069,2159.648488928161,1.9719464655172416,5.9524558333333335,6.145734597701149,0.1049665042853092,103
6043,J. Robinson,1176435200,ULM,FC,R,54,82.34507777777779,4.68865462962963,-6.705419259259259,2719.6117834444444,2.152508148148148,5.771059444444444,5.708634074074074,0.07988051209556866,101
6046,J. Robinson,1176435200,ULM,SL,R,106,82.3454987735849,3.6319770754716982,-10.072972075471698,2732.155926518868,2.2011604716981132,5.787628679245283,5.706451509433963,0.05627615826211879,117
6047,H. Hess,1176435456,ULM,CH,R,51,81.03008078431372,4.263990196078431,6.92849431372549,1574.251445215686,1.0320860784313726,6.598368235294117,6.12246274509804,0.07769709540784059,111
6048,H. Hess,1176435456,ULM,CU,R,177,79.04619350282486,-5.2332359887005655,-2.0529474576271185,1660.5316791807911,0.8119867796610171,6.693124915254237,5.88946209039548,0.05165758779145839,118
6049,H. Hess,1176435456,ULM,FA,R,327,86.7276880122324,18.005950825688075,5.984537278287462,2107.3825317155965,0.8159901529051987,6.662551987767585,6.178306513761467,0.12832229662070352,91
6050,H. Hess,1176435456,ULM,FC,R,59,84.01025711864406,7.525124576271186,0.9671566101694916,1936.7683310338984,1.070773220338983,6.578769830508475,6.34204372881356,0.08558801221916217,98
6057,S. Davis,1176859904,IONA,CH,L,55,79.69045472727272,6.802667454545454,-18.725299272727273,1762.9119203636365,-2.499325090909091,5.2967510909090905,5.423271636363636,0.08779880245483258,103
6059,S. Davis,1176859904,IONA,FA,L,61,84.66309950819672,15.296251639344263,-14.755866393442624,2101.399064491803,-2.271493442622951,5.6268218032786885,5.727714590163934,0.11454315384849934,98
6062,S. Davis,1176859904,IONA,SL,L,28,75.88075642857143,-0.06433035714285713,3.244311785714286,2175.3521616071425,-2.6107046428571428,5.3697475,4.892761785714286,0.08932773259913754,90
6065,T. Pankonin,1177473009,PV,FA,R,134,86.536586119403,14.98779343283582,1.9279693283582091,2377.2761632985075,1.2217146268656716,5.807177835820895,5.79958276119403,0.12916849603336278,90
6069,T. Pankonin,1177473009,PV,SL,R,47,78.08836617021277,-1.3197002127659576,-8.901386170212767,2338.791576787234,1.2704648936170213,5.745201276595744,5.339817234042553,0.08321187644691284,95
6071,C. Speights,1177536000,UCD,CU,R,27,83.91926370370369,-6.331385925925925,-5.0501262962962965,1993.1230781481481,2.6699240740740744,6.047226666666667,5.427217037037037,0.061279556991562296,111
6072,C. Speights,1177536000,UCD,FA,R,188,93.23934361702126,13.405156223404255,12.241073457446808,2155.7915483510637,2.7040575000000002,5.99769414893617,5.828396063829787,0.10761388544807488,101
6076,C. Speights,1177536000,UCD,SL,R,69,83.32849913043478,-4.1210615942028985,-3.1942459420289855,1932.7776250724637,3.0805446376811596,5.914369130434783,5.179751014492754,0.06605333069358431,109
6077,W. Morgan,1177642173,CHAR,CH,R,56,83.00697232142856,-1.415206607142857,16.852045714285715,1938.063922357143,3.631471428571429,5.485480178571429,6.70986625,0.08221652660319434,107
6079,W. Morgan,1177642173,CHAR,FA,R,52,90.89915346153846,14.445562500000001,17.409805000000002,2298.887185442308,3.5127,6.011875192307692,6.67025826923077,0.09908779524239704,106
6082,C. Nystrom,1177707365,VCU,CU,R,35,79.59361485714285,-8.545428857142857,-1.3166162857142858,2339.1892903142857,1.0972894285714285,5.989945714285715,5.196447142857143,0.07434700082479473,101
6083,C. Nystrom,1177707365,VCU,FA,R,68,90.38402588235294,17.103152205882353,10.79300955882353,2173.760630367647,1.2581842647058823,5.911260882352941,5.5810575,0.12102874605402171,94
6084,C. Nystrom,1177707365,VCU,FC,R,36,85.26165305555556,6.3869283333333335,-0.8982136111111111,2192.252395,1.2886305555555557,5.859063611111111,5.405719166666667,0.08589748274403465,98
6087,J. Sarabia,1177807209,USF,FA,R,108,89.60951712962962,15.790965092592593,7.3830375,2080.3404088888888,1.3271376851851853,5.5450698148148145,6.47199787037037,0.11909863278499959,95
