,PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4
63,64,2026-04-14,15:37:16.14,1,3,"Worthington, Nick",10281180,Right,RHO_RAM,"Irizarry, Carlos",824563,Right,BRY_BUL,Undefined,2,Bottom,0,1,1,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Single,0,0,,85.87763,-2.730056,-3.3432,2089.800086,207.997072,1:00,5.83773,1.59595,7.02856,-16.66422,20.46013,10.11658,1.96231,-0.60221,77.06622,-6.015656,-1.492056,0.438531,87.76967,3.606041,-23.507615,2917.118374,,,,76.99812,72.00457,-24.663403,0.621175,-6.56866,12.29146,-1.39552,50,5.6656,6.91719,-124.44875,-6.26762,-10.06988,30.20866,-13.33107,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,1e977610-3839-11f1-95e8-8d3402b3d4c6,85.9515,2.921,,8.81141,,,,2.62887,2.05852,0.60408,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,19:37:16.14,2026-04-14T15:37:16.1470976-04:00,2026-04-14T19:37:16.1470976Z,GroundBall,v3,471248,471418,,"Leikus, Danny",1000177456,Right,RHO_RAM,f28db3fc-1c6c-4b3c-88ef-8c0a16122c41,53.4679,-125.28772,15.10433,5.83453,-5.89738,-6.66553,-1.59151,7.19686,-5.03494,77.933341,2.64733,117.41224,-14.57613,,,,,,,2.07456,7.75032,-17.89312,,,,,,,0.61582,-51.49984,-1.98684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,209.924244,20.252395,1960.602101,0.938177,1:00,-0.370339,-0.48397,-0.792857,-29.672408,25.595624,3.432415,178.990175,-2.22323,0.017611,-0.038793,-0.999092,2.223575,-1.009064,0.038793,-0.017611,0.999092,-2.223575,1.009064,-0.038793,0.017611,0.999092,-178.990175,2.22323,-0.017611,0.038793,-0.999092
64,65,2026-04-14,15:38:21.13,2,1,"Worthington, Nick",10281180,Right,RHO_RAM,"Fiatarone, Michael",10124202,Left,BRY_BUL,Undefined,2,Bottom,0,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,79.93257,1.228159,-0.50863,1929.211876,217.164344,1:15,5.92839,1.94163,6.56095,-24.23064,19.52048,13.49497,5.03536,2.59989,71.11254,-3.484592,1.943074,0.476065,,,,,,,,,,,,-7.14626,10.23725,-1.91108,50,6.00246,0.52672,-115.88116,1.93781,-9.44391,27.32894,-18.64531,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,456033e0-3839-11f1-95e8-8d3402b3d4c6,79.17501,,,8.82003,,,,,,,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,19:38:21.13,2026-04-14T15:38:21.1398144-04:00,2026-04-14T19:38:21.1398144Z,,v3,471248,471418,,"Leikus, Danny",1000177456,Right,RHO_RAM,094e7038-d80e-401a-8d86-d01820f159c9,53.93019,-116.80436,13.66447,5.92636,2.56767,-9.32265,-1.93426,0.84575,-4.72196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,221.584533,9.24813,1904.135234,0.987002,1:30,-0.181261,-0.651502,-0.736675,-31.874802,36.491689,14.205913,170.302565,-4.601228,0.167902,-0.08022,-0.982534,4.667635,-9.665881,0.08022,-0.167902,0.982534,-4.667635,9.665881,-0.08022,0.167902,0.982534,-170.302565,4.601228,-0.167902,0.08022,-0.982534
65,66,2026-04-14,15:38:58.58,2,2,"Worthington, Nick",10281180,Right,RHO_RAM,"Fiatarone, Michael",10124202,Left,BRY_BUL,Undefined,2,Bottom,0,1,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,84.4999,-3.918456,-3.384182,1961.863343,230.091352,1:45,5.641,1.8969,6.65804,-24.63663,13.95595,15.04737,-0.00971,0.05036,76.89662,-8.582055,-0.64586,0.447119,,,,,,,,,,,,-9.03119,8.98603,-1.67502,50,5.36693,6.70296,-122.35719,-9.03913,-13.5362,26.69428,-18.70552,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,5ba33530-3839-11f1-95e8-8d3402b3d4c6,84.30065,,,7.60327,,,,,,,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,19:38:58.58,2026-04-14T15:38:58.5819136-04:00,2026-04-14T19:38:58.5819136Z,,v3,471248,471418,,"Leikus, Danny",1000177456,Right,RHO_RAM,98289c3e-2ac4-436d-a4c3-0ede9aef8c13,53.84062,-123.19223,13.34714,5.64054,-8.45399,-9.35276,-1.89132,7.12639,-6.7681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,218.404944,13.992135,1903.652754,0.970329,1:15,-0.244569,-0.617897,-0.747254,-49.922885,-4.822946,-34.256502,175.23937,9.303467,0.081901,0.161664,-0.983441,9.335108,4.697867,0.161664,0.081901,0.983441,-9.335108,-4.697867,-0.161664,-0.081901,0.983441,-175.23937,-9.303467,-0.081901,-0.161664,-0.983441
66,67,2026-04-14,15:39:20.27,2,3,"Worthington, Nick",10281180,Right,RHO_RAM,"Fiatarone, Michael",10124202,Left,BRY_BUL,Undefined,2,Bottom,0,2,0,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Single,0,0,,86.66623,-2.538915,-3.035293,2135.046083,211.825779,1:00,5.72881,1.83185,6.68568,-16.4867,20.0932,11.65922,2.02798,0.0247,78.41896,-5.751326,-0.914549,0.435304,96.51379,-0.996991,23.78851,,,,,114.73538,9.77333,23.398325,0.799042,-7.1441,11.80623,-1.63358,50,5.55233,6.24044,-125.68422,-5.94997,-11.28071,28.5253,-13.5317,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,688e8ce0-3839-11f1-95e8-8d3402b3d4c6,86.58879,1.9655,,8.24727,,,,1.95256,1.9655,0.00682,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,19:39:20.27,2026-04-14T15:39:20.2707456-04:00,2026-04-14T19:39:20.2707456Z,GroundBall,v3,471248,471418,,"Leikus, Danny",1000177456,Right,RHO_RAM,80b4e1ea-35e2-4f22-a9b8-38f2045feb9d,53.81243,-126.54653,14.26265,5.72601,-5.54092,-6.76585,-1.82738,6.58145,-5.64036,180.0,1.97415,129.33948,,,,,,,,1.96509,-2.45982,,,,,,,,0.01634,57.01453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,215.33194,15.875821,2053.608672,0.961857,1:15,-0.289846,-0.567826,-0.770431,-19.586611,34.391515,32.17389,179.04303,-0.517941,0.016701,-0.00904,-0.99982,0.518013,-0.956931,0.00904,-0.016701,0.99982,-0.518013,0.956931,-0.00904,0.016701,0.99982,-179.04303,0.517941,-0.016701,0.00904,-0.99982
67,68,2026-04-14,15:40:43.54,3,1,"Worthington, Nick",10281180,Right,RHO_RAM,"Durand, Brandyn",1000090563,Right,BRY_BUL,Undefined,2,Bottom,0,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,75.84801,2.609977,-3.115423,989.612068,259.174823,2:45,5.74094,1.82543,6.30659,-45.0979,4.53508,12.82142,4.39241,0.021,67.02445,-5.89905,-0.801645,0.507057,,,,,,,,,,,,-7.72414,2.03776,-1.60201,50,5.91242,5.49131,-109.60681,3.73911,-9.06435,25.74624,-29.78274,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,9a410600-3839-11f1-95e8-8d3402b3d4c6,74.33575,,,8.82356,,,,,,,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,19:40:43.54,2026-04-14T15:40:43.5400192-04:00,2026-04-14T19:40:43.5400192Z,,v3,471248,471418,,"Leikus, Danny",1000177456,Right,RHO_RAM,94a5a9f1-84e0-4fbe-a81d-7d89996b04a9,54.18451,-110.58537,12.87312,5.7488,4.87108,-14.89137,-1.81727,5.83582,-4.53218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,252.586444,54.538046,574.135545,0.580162,2:30,-0.84706,-0.515909,-0.127776,-108.823314,16.949744,31.367828,108.866791,-65.715445,0.389172,-0.911514,-0.132992,81.699015,-22.903014,0.911514,-0.389172,0.132992,-81.699015,22.903014,-0.911514,0.389172,0.132992,-108.866791,65.715445,-0.389172,0.911514,-0.132992
68,69,2026-04-14,15:41:03.77,3,2,"Worthington, Nick",10281180,Right,RHO_RAM,"Durand, Brandyn",1000090563,Right,BRY_BUL,Undefined,2,Bottom,0,1,0,ChangeUp,Splitter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,74.25253,0.741042,-3.248169,844.628852,289.985777,3:45,5.69488,1.52617,6.31074,-52.67936,-1.60606,9.76634,1.98869,-0.65528,66.91646,-9.066687,-1.481927,0.514361,,,,,,,,,,,,-6.17508,-0.46547,-1.2923,50,5.72514,5.76792,-107.57948,-0.08944,-7.06094,22.88818,-32.70632,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,a6513ff0-3839-11f1-95e8-8d3402b3d4c6,73.28009,,,7.33606,,,,,,,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,19:41:03.77,2026-04-14T15:41:03.7745664-04:00,2026-04-14T19:41:03.7745664Z,,v3,471248,471418,,"Leikus, Danny",1000177456,Right,RHO_RAM,55a80ff8-d950-404f-81f6-6e7760dcfb3d,54.18555,-108.46632,11.44409,5.70405,1.17783,-16.35316,-1.52109,6.04151,-3.53047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,265.739052,62.628939,388.319225,0.459751,2:45,-0.894402,-0.446957,0.016545,-103.424877,23.715919,26.241947,102.584522,-67.225556,0.377804,-0.922036,-0.084342,84.773482,-22.19775,0.922036,-0.377804,0.084342,-84.773482,22.19775,-0.922036,0.377804,0.084342,-102.584522,67.225556,-0.377804,0.922036,-0.084342
69,70,2026-04-14,15:41:23.17,3,3,"Worthington, Nick",10281180,Right,RHO_RAM,"Durand, Brandyn",1000090563,Right,BRY_BUL,Undefined,2,Bottom,0,1,1,ChangeUp,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,74.40715,1.518883,-2.298985,1722.083999,286.483826,3:30,5.67867,1.64241,6.26785,-54.17034,-2.00791,14.82497,2.56621,0.75722,65.37298,-8.649697,0.382773,0.519817,82.86662,-3.995665,-52.114237,,,,,42.47226,28.8198,-49.569675,0.327908,-8.67248,-1.055,-1.47916,50,5.76579,3.8012,-107.60826,1.33099,-9.65762,27.39331,-33.34888,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,b1eaea50-3839-11f1-95e8-8d3402b3d4c6,72.511,2.78212,,9.03417,,,,3.08538,2.78212,-0.89479,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,19:41:23.17,2026-04-14T15:41:23.1712256-04:00,2026-04-14T19:41:23.1712256Z,GroundBall,v3,471248,471418,,"Leikus, Danny",1000177456,Right,RHO_RAM,670d8ef5-b1fa-423d-ac58-e8c72ad7176b,54.22636,-108.67882,13.69665,5.6883,2.6343,-16.67444,-1.63509,4.17863,-4.82881,180.0,3.07814,74.59068,,,,,,,,2.78294,-8.48447,,,,,,,,-0.88548,-95.86508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,,286.05744,47.961569,1153.157235,0.669629,3:30,-0.751451,-0.623591,0.215537,-100.713583,28.323894,36.098123,90.564114,-16.228182,0.96011,-0.279463,-0.009453,88.062637,-73.76228,0.279463,-0.96011,0.009453,-88.062637,73.76228,-0.279463,0.96011,0.009453,-90.564114,16.228182,-0.96011,0.279463,-0.009453
70,71,2026-04-14,15:41:48.53,3,4,"Worthington, Nick",10281180,Right,RHO_RAM,"Durand, Brandyn",1000090563,Right,BRY_BUL,Undefined,2,Bottom,0,1,2,Fastball,Four-Seam,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,85.87818,-2.208413,-4.017223,2140.71774,222.712815,1:30,5.76169,1.51677,6.65704,-20.39025,17.6745,14.85237,2.03556,-0.92782,76.284,-6.177872,-1.320474,0.444051,,,,,,,,,,,,-9.23134,10.54201,-1.2513,50,5.60447,8.14527,-124.17424,-5.27796,-13.96117,32.13012,-16.23065,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,c0f37cb0-3839-11f1-95e8-8d3402b3d4c6,84.88313,,,9.59418,,,,,,,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,19:41:48.53,2026-04-14T15:41:48.5310464-04:00,2026-04-14T19:41:48.5310464Z,,v3,471248,471418,,"Leikus, Danny",1000177456,Right,RHO_RAM,bffbf6f0-4b91-4edb-b10a-f1fa7465388b,53.83599,-125.16287,16.06506,5.75918,-4.77855,-8.11533,-1.50854,8.57485,-6.98058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,72,2026-04-14,15:42:46.30,4,1,"Worthington, Nick",10281180,Right,RHO_RAM,"Hackett, Justin",1000208244,Right,BRY_BUL,Undefined,2,Bottom,1,0,0,ChangeUp,Splitter,InPlay,Undefined,Popup,Out,1,0,,75.13429,1.127073,-2.557341,785.832578,264.979179,2:45,5.70709,1.51531,6.21667,-47.94947,3.82138,14.74564,2.75255,0.38261,65.29055,-7.9435,0.105495,0.517862,48.7742,22.685159,30.218955,4014.941699,,,,104.99969,95.04768,33.277189,1.835419,-8.68717,2.22689,-1.33029,50,5.76923,4.29739,-108.4657,0.7867,-9.74481,29.24973,-29.67606,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,e369d050-3839-11f1-95e8-8d3402b3d4c6,72.78471,14.26964,,9.84373,,,,0.89577,2.70841,-0.36117,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,19:42:46.30,2026-04-14T15:42:46.3062528-04:00,2026-04-14T19:42:46.3062528Z,GroundBall,v3,471248,471418,,"Leikus, Danny",1000177456,Right,RHO_RAM,9dfb6055-f2b6-49e7-a38a-3e61d596e0de,54.27195,-109.61165,14.62487,5.71563,1.94936,-14.83803,-1.50613,4.67917,-4.87241,231.017822,0.89577,57.03225,-7.23505,1.46347,-0.27731,0.04366,-0.00855,0.00166,-0.00014,2.70841,27.58884,-17.14231,0.93486,-0.16828,0.02844,-0.0025,0.00073,-0.00012,-0.36117,33.21882,-1.2305,0.24256,-0.0364,0.00368,-0.00064,0.00017,-2e-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,256.377945,54.544132,455.842387,0.580076,2:30,-0.830768,-0.547627,-0.099648,-110.987834,25.791029,27.241748,99.349757,-57.9359,0.523815,-0.847455,-0.086245,84.189035,-31.588512,0.847455,-0.523815,0.086245,-84.189035,31.588512,-0.847455,0.523815,0.086245,-99.349757,57.9359,-0.523815,0.847455,-0.086245
72,73,2026-04-14,15:43:22.30,5,1,"Worthington, Nick",10281180,Right,RHO_RAM,"Wensley, Casey",1000323295,Left,BRY_BUL,Undefined,2,Bottom,2,0,0,ChangeUp,Splitter,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,76.4695,0.129691,-2.547367,744.458497,244.470221,2:15,5.69265,1.732,6.23779,-36.10691,13.06217,22.76123,2.80349,1.27743,67.30833,-6.753483,1.563551,0.504682,57.13661,10.648508,-154.432342,1596.522763,,,,74.94588,50.93217,-153.395615,1.004099,-12.78245,7.31185,-1.55268,50,5.68512,4.09427,-110.62013,-0.70045,-15.14147,27.80904,-23.51278,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,f8de0ff0-3839-11f1-95e8-8d3402b3d4c6,74.68558,5.99944,,9.16116,,,,2.28466,2.8296,-1.20952,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,19:43:22.30,2026-04-14T15:43:22.3029248-04:00,2026-04-14T19:43:22.3029248Z,GroundBall,v3,471248,471418,,"Leikus, Danny",1000177456,Right,RHO_RAM,225f4b29-27f3-48cd-85ee-690aedb73045,54.25517,-111.68472,13.90452,5.69471,0.19967,-11.75639,-1.72052,4.67391,-7.57074,21.9305,2.28466,-74.29241,6.27037,-1.19381,0.21265,-0.03292,0.00661,-0.00101,5e-05,2.8296,15.4849,-19.48733,1.51583,-0.30972,0.05602,-0.00895,0.00188,-0.0002,-1.20952,-35.54341,3.92371,-0.72761,0.13212,-0.02112,0.00424,-0.00065,3e-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,240.299516,9.126526,735.03401,0.98734,2:00,-0.18214,-0.85727,-0.481574,-107.571356,24.210196,27.633561,144.743187,-57.237107,0.312383,-0.840917,-0.4419,62.278201,-18.202875,0.840917,-0.312383,0.4419,-62.278201,18.202875,-0.840917,0.312383,0.4419,-144.743187,57.237107,-0.312383,0.840917,-0.4419
73,74,2026-04-14,15:43:50.50,5,2,"Worthington, Nick",10281180,Right,RHO_RAM,"Wensley, Casey",1000323295,Left,BRY_BUL,Undefined,2,Bottom,2,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,86.76448,-0.482848,-1.743642,2029.65523,205.825993,12:45,5.74969,1.8511,6.56577,-17.92981,19.88044,8.79126,3.81269,0.98479,75.84354,-4.045799,-0.146484,0.442564,,,,,,,,,,,,-5.24221,11.01438,-1.73394,50,5.70851,3.4571,-125.52133,-1.43371,-7.97862,36.27431,-15.41022,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,09a409c0-383a-11f1-95e8-8d3402b3d4c6,85.1683,,,10.92095,,,,,,,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,19:43:50.50,2026-04-14T15:43:50.5040384-04:00,2026-04-14T19:43:50.5040384Z,,v3,471248,471418,,"Leikus, Danny",1000177456,Right,RHO_RAM,22aade83-1d63-422d-8942-0c7118a3f286,53.92166,-126.64958,18.13716,5.74565,-0.95441,-7.70511,-1.84532,3.70526,-3.98931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,214.998943,10.918824,1992.911435,0.981897,1:15,-0.209054,-0.564754,-0.798342,-13.828146,41.401688,41.393512,172.504083,-2.921358,0.130286,-0.050965,-0.990166,2.946494,-7.48612,0.050965,-0.130286,0.990166,-2.946494,7.48612,-0.050965,0.130286,0.990166,-172.504083,2.921358,-0.130286,0.050965,-0.990166
74,75,2026-04-14,15:44:10.72,5,3,"Worthington, Nick",10281180,Right,RHO_RAM,"Wensley, Casey",1000323295,Left,BRY_BUL,Undefined,2,Bottom,2,1,1,ChangeUp,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,76.68235,1.259887,-1.570009,987.021905,230.432066,1:45,5.73065,1.77706,6.20724,-37.94628,9.65213,9.62882,3.73192,1.13003,69.25057,-5.873141,0.168029,0.496555,,,,,,,,,,,,-5.43737,5.11961,-1.66362,50,5.80667,2.69888,-111.22618,1.39191,-6.71178,22.67453,-25.8545,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,15bbbdc0-383a-11f1-95e8-8d3402b3d4c6,75.90784,,,7.43178,,,,,,,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,19:44:10.72,2026-04-14T15:44:10.7218944-04:00,2026-04-14T19:44:10.7218944Z,,v3,471248,471418,,"Leikus, Danny",1000177456,Right,RHO_RAM,3738988c-97b6-4710-be1f-6b172dddec64,54.28719,-112.09676,11.33726,5.73417,2.38458,-12.92725,-1.77219,2.95657,-3.35589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,248.770136,41.586233,738.250536,0.747958,2:15,-0.686081,-0.682435,-0.25214,-116.378917,19.570437,25.642083,93.249344,-38.930377,0.776659,-0.628376,-0.044093,85.986144,-50.95573,0.628376,-0.776659,0.044093,-85.986144,50.95573,-0.628376,0.776659,0.044093,-93.249344,38.930377,-0.776659,0.628376,-0.044093
75,76,2026-04-14,15:44:30.28,5,4,"Worthington, Nick",10281180,Right,RHO_RAM,"Wensley, Casey",1000323295,Left,BRY_BUL,Undefined,2,Bottom,2,2,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.73778,-0.678075,-1.228763,2073.301222,212.807743,1:00,5.72791,2.10291,6.5273,-17.61485,18.71359,11.13564,3.63778,1.90345,78.13535,-4.128089,0.793717,0.433805,,,,,,,,,,,,-6.18599,10.40284,-2.0214,50,5.67284,2.27386,-127.20918,-1.91,-9.85907,32.7472,-15.59425,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,215bd0c0-383a-11f1-95e8-8d3402b3d4c6,86.88791,,,9.60243,,,,,,,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,19:44:30.28,2026-04-14T15:44:30.2891520-04:00,2026-04-14T19:44:30.2891520Z,,v3,471248,471418,,"Leikus, Danny",1000177456,Right,RHO_RAM,e6c25d52-4546-480a-97c8-cdae6437e730,53.96456,-128.22571,16.3736,5.72462,-1.42593,-7.79713,-2.09674,2.5799,-4.92954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,217.227881,12.729365,2022.343086,0.975422,1:15,-0.229953,-0.592683,-0.771912,-13.11181,41.789018,46.010931,175.552644,-1.178907,0.077527,-0.020574,-0.996778,1.182467,-4.446413,0.020574,-0.077527,0.996778,-1.182467,4.446413,-0.020574,0.077527,0.996778,-175.552644,1.178907,-0.077527,0.020574,-0.996778
