,PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt,SpinAxis3dVectorX,SpinAxis3dVectorY,SpinAxis3dVectorZ,SpinAxis3dSeamOrientationRotationX,SpinAxis3dSeamOrientationRotationY,SpinAxis3dSeamOrientationRotationZ,SpinAxis3dSeamOrientationBallAngleHorizontalAmb1,SpinAxis3dSeamOrientationBallAngleVerticalAmb1,SpinAxis3dSeamOrientationBallXAmb1,SpinAxis3dSeamOrientationBallYAmb1,SpinAxis3dSeamOrientationBallZAmb1,SpinAxis3dSeamOrientationBallAngleHorizontalAmb2,SpinAxis3dSeamOrientationBallAngleVerticalAmb2,SpinAxis3dSeamOrientationBallXAmb2,SpinAxis3dSeamOrientationBallYAmb2,SpinAxis3dSeamOrientationBallZAmb2,SpinAxis3dSeamOrientationBallAngleHorizontalAmb3,SpinAxis3dSeamOrientationBallAngleVerticalAmb3,SpinAxis3dSeamOrientationBallXAmb3,SpinAxis3dSeamOrientationBallYAmb3,SpinAxis3dSeamOrientationBallZAmb3,SpinAxis3dSeamOrientationBallAngleHorizontalAmb4,SpinAxis3dSeamOrientationBallAngleVerticalAmb4,SpinAxis3dSeamOrientationBallXAmb4,SpinAxis3dSeamOrientationBallYAmb4,SpinAxis3dSeamOrientationBallZAmb4
142,143,2026-04-14,16:29:08.39,1,1,"Lavigueur, Luc",828754,Right,RHO_RAM,"Saul, Charlie",1000092153,Right,BRY_BUL,Undefined,4,Bottom,0,0,0,Slider,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,77.9598,1.582696,-1.316448,2541.843605,66.346192,8:15,5.83727,1.47983,5.79009,-53.22865,-5.37729,-16.80977,2.87462,-1.14583,69.30028,-8.258059,-4.328376,0.497873,,,,,,,,,,,,8.07067,-2.85291,-1.36114,50,5.93608,3.23408,-112.83525,1.4098,9.9931,28.09011,-35.70654,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,5d8d4dc0-3840-11f1-95e8-8d3402b3d4c6,75.70693,,,8.65953,,,,,,,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,20:29:08.39,2026-04-14T16:29:08.3994624-04:00,2026-04-14T20:29:08.3994624Z,,v3,471248,471418,,"Leikus, Danny",1000177456,Right,RHO_RAM,039c28d4-4421-4089-b199-df8f18a9df70,54.70667,-114.00095,14.04505,5.84683,2.89157,-17.85327,-1.48674,2.81939,4.99655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,36.836512,48.562313,1682.205095,0.661805,7:15,-0.726067,0.417329,0.546501,96.543012,23.103725,-28.689802,92.1711,-9.861842,0.984516,-0.171273,-0.037324,77.706246,-79.90431,0.171273,-0.984516,0.037324,-77.706246,79.90431,-0.171273,0.984516,0.037324,-92.1711,9.861842,-0.984516,0.171273,-0.037324
143,144,2026-04-14,16:29:29.55,1,2,"Lavigueur, Luc",828754,Right,RHO_RAM,"Saul, Charlie",1000092153,Right,BRY_BUL,Undefined,4,Bottom,0,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.97439,-0.582174,-1.44667,2203.058633,197.187667,12:30,6.03529,1.33965,5.92016,-17.86485,17.57863,4.99524,4.00611,0.41315,79.91678,-4.03701,-0.54999,0.428489,,,,,,,,,,,,-3.0452,9.56863,-1.22648,50,5.97869,3.06413,-130.25063,-1.82085,-5.08181,34.64379,-16.20604,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,6a1b6a40-3840-11f1-95e8-8d3402b3d4c6,87.96597,,,10.05761,,,,,,,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,20:29:29.55,2026-04-14T16:29:29.5529984-04:00,2026-04-14T20:29:29.5529984Z,,v3,471248,471418,,"Leikus, Danny",1000177456,Right,RHO_RAM,332a202c-df72-475f-919a-6605c0c232af,54.57075,-131.46073,17.32189,6.03241,-1.25477,-8.10302,-1.33661,3.24163,-2.54091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,223.131346,39.524177,1699.342749,0.771356,1:30,-0.645023,-0.533795,-0.546816,19.192334,32.005405,58.034804,157.415193,2.371523,0.383722,0.041379,-0.922521,2.568242,22.564397,0.041379,0.383722,0.922521,-2.568242,-22.564397,-0.041379,-0.383722,0.922521,-157.415193,-2.371523,-0.383722,-0.041379,-0.922521
144,145,2026-04-14,16:29:45.78,1,3,"Lavigueur, Luc",828754,Right,RHO_RAM,"Saul, Charlie",1000092153,Right,BRY_BUL,Undefined,4,Bottom,0,1,1,Slider,Curveball,InPlay,Undefined,Popup,Out,1,0,,77.96898,1.457812,0.272071,2554.343545,70.745512,8:15,5.83755,1.4989,5.87653,-52.28924,-4.7128,-19.12399,2.83436,0.15792,69.34317,-8.23358,-3.164078,0.496441,81.77724,60.905831,16.048861,,,,,,61.38284,,,9.87697,-2.43134,-1.50978,50,5.92569,0.19225,-112.92014,1.21151,12.26904,27.81876,-35.19423,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,73d3f890-3840-11f1-95e8-8d3402b3d4c6,75.92535,110.24829,,8.62582,,,,2.25168,2.95411,-0.20368,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,20:29:45.78,2026-04-14T16:29:45.7893376-04:00,2026-04-14T20:29:45.7893376Z,,v3,471248,471418,,"Leikus, Danny",1000177456,Right,RHO_RAM,19b0f252-c9ad-43ca-ad72-d2abd737878d,54.6202,-114.05268,13.90938,5.8472,2.64432,-17.59712,-1.50744,-0.30724,6.13452,,2.25168,56.04731,-19.17742,6.08524,-1.53504,0.36143,-0.07848,0.01326,-0.00122,2.95411,104.80596,-24.95773,2.12153,-0.14661,-0.04511,0.02119,-0.00497,0.00055,-0.20368,16.12305,-2.41349,0.5116,-0.08256,0.01121,-0.00113,4e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Undefined,,,,39.090183,44.615874,1818.262143,0.711831,7:15,-0.69332,0.466563,0.549205,69.788138,32.95979,-31.764172,91.581253,-0.973212,0.999475,-0.016985,-0.027591,31.616721,-88.14332,0.016985,-0.999475,0.027591,-31.616721,88.14332,-0.016985,0.999475,0.027591,-91.581253,0.973212,-0.999475,0.016985,-0.027591
145,146,2026-04-14,16:30:21.91,2,1,"Lavigueur, Luc",828754,Right,RHO_RAM,"Kingsbury, Hunter",1000384695,Left,BRY_BUL,Undefined,4,Bottom,1,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,77.96698,2.109767,1.411403,2610.664493,76.332087,8:30,5.77763,1.61636,5.77947,-49.97837,-2.36032,-17.65906,3.57726,1.45825,69.35532,-7.158791,-1.752938,0.496658,,,,,,,,,,,,9.35304,-1.28449,-1.72282,50,5.92303,-2.06889,-112.81499,2.5257,11.66802,26.64019,-33.77648,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,8961b3a0-3840-11f1-95e8-8d3402b3d4c6,75.89218,,,8.61166,,,,,,,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,20:30:21.91,2026-04-14T16:30:21.9132928-04:00,2026-04-14T20:30:21.9132928Z,,v3,471248,471418,,"Leikus, Danny",1000177456,Right,RHO_RAM,d773a1e1-9106-4f0c-9f14-a028bb231fbd,54.71422,-113.92277,13.3201,5.7888,3.93022,-16.88824,-1.62671,-2.55408,5.83401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,41.345751,42.879745,1913.051867,0.732784,7:30,-0.675529,0.5088,0.53365,91.351352,33.365248,-32.493704,93.780265,1.112517,0.997636,0.019416,-0.065918,16.412164,86.059658,0.019416,0.997636,0.065918,-16.412164,-86.059658,-0.019416,-0.997636,0.065918,-93.780265,-1.112517,-0.997636,-0.019416,-0.065918
146,147,2026-04-14,16:30:37.35,2,2,"Lavigueur, Luc",828754,Right,RHO_RAM,"Kingsbury, Hunter",1000384695,Left,BRY_BUL,Undefined,4,Bottom,1,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.2188,-3.382296,-3.023689,2306.654795,218.850226,1:15,6.0055,1.31716,6.13935,-20.76387,12.62808,9.30985,1.14141,-0.70398,83.63477,-7.272878,-1.346606,0.415903,,,,,,,,,,,,-5.65859,7.79599,-1.09122,50,5.73626,6.59803,-132.20241,-8.47568,-10.01741,28.10382,-18.37273,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,928777d0-3840-11f1-95e8-8d3402b3d4c6,90.62793,,,7.58403,,,,,,,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,20:30:37.35,2026-04-14T16:30:37.3552128-04:00,2026-04-14T20:30:37.3552128Z,,v3,471248,471418,,"Leikus, Danny",1000177456,Right,RHO_RAM,c16e083a-a90c-40b8-bf0a-0a7a31926fe6,54.35925,-133.12588,14.05191,6.00485,-7.87197,-9.18637,-1.31344,6.92719,-5.0087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,220.076044,37.776655,1823.190726,0.790405,1:15,-0.612589,-0.54412,-0.573295,35.429392,20.383615,70.130501,151.334735,7.933358,0.475101,0.138021,-0.869039,9.024366,28.365903,0.138021,0.475101,0.869039,-9.024366,-28.365903,-0.138021,-0.475101,0.869039,-151.334735,-7.933358,-0.475101,-0.138021,-0.869039
147,148,2026-04-14,16:30:55.10,2,3,"Lavigueur, Luc",828754,Right,RHO_RAM,"Kingsbury, Hunter",1000384695,Left,BRY_BUL,Undefined,4,Bottom,1,2,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.17954,-2.452336,-2.650205,2358.370705,221.050698,1:15,6.02644,1.25874,6.32241,-20.35068,12.60131,10.1054,2.06824,-0.34162,83.91162,-6.281929,-0.822881,0.413154,,,,,,,,,,,,-5.95567,7.51709,-1.06965,50,5.83723,5.71994,-132.39278,-6.29267,-10.62715,26.84889,-18.76071,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,9d1b4af0-3840-11f1-95e8-8d3402b3d4c6,91.23088,,,7.26793,,,,,,,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,20:30:55.10,2026-04-14T16:30:55.1007232-04:00,2026-04-14T20:30:55.1007232Z,,v3,471248,471418,,"Leikus, Danny",1000177456,Right,RHO_RAM,88326df3-0095-4098-a4f2-c2121540930c,54.17657,-133.23708,13.42445,6.02584,-5.70272,-9.38035,-1.25477,6.05413,-5.31357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,218.70065,39.620241,1816.624685,0.770288,1:15,-0.643641,-0.508469,-0.572002,2.839357,26.263332,34.536241,151.096973,5.593158,0.481028,0.097464,-0.871271,6.382812,28.752533,0.097464,0.481028,0.871271,-6.382812,-28.752533,-0.097464,-0.481028,0.871271,-151.096973,-5.593158,-0.481028,-0.097464,-0.871271
148,149,2026-04-14,16:31:17.43,2,4,"Lavigueur, Luc",828754,Right,RHO_RAM,"Kingsbury, Hunter",1000384695,Left,BRY_BUL,Undefined,4,Bottom,1,2,1,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,92.27548,-2.921151,-2.764486,2238.159083,214.396015,1:15,6.01926,1.42727,6.08166,-17.76442,15.27906,9.65308,1.83085,-0.32789,83.51396,-6.300972,-1.027585,0.413727,100.44167,-73.225715,115.246101,,,,,1.33077,1.33077,38.330665,0.012855,-5.84071,9.13595,-1.21865,50,5.78385,6.03914,-133.64871,-7.35883,-10.43823,32.01113,-15.84674,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,aa6bcd10-3840-11f1-95e8-8d3402b3d4c6,91.10455,1.81543,,8.76152,,,,1.27731,1.81543,0.33039,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,20:31:17.43,2026-04-14T16:31:17.4380032-04:00,2026-04-14T20:31:17.4380032Z,GroundBall,v3,471248,471418,,"Leikus, Danny",1000177456,Right,RHO_RAM,edb8f38f-e940-46ab-a84e-3ce531a821ff,54.41521,-134.70207,16.00556,6.01742,-6.83737,-7.92337,-1.42303,6.38262,-5.21912,,1.27736,-18.15657,,,,,,,,1.81581,-141.2289,,,,,,,,0.33029,38.50422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,,221.135005,38.836032,1743.400039,0.778944,1:15,-0.627762,-0.543709,-0.557041,26.661393,24.413088,57.472757,149.905241,9.397483,0.494702,0.163283,-0.853586,10.8293,29.650105,0.163283,0.494702,0.853586,-10.8293,-29.650105,-0.163283,-0.494702,0.853586,-149.905241,-9.397483,-0.494702,-0.163283,-0.853586
149,150,2026-04-14,16:32:01.54,3,1,"Lavigueur, Luc",828754,Right,RHO_RAM,"Garcia, Ellis",804570,Right,BRY_BUL,Undefined,4,Bottom,2,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.62463,-1.400003,-2.511025,2277.862001,200.199608,12:45,6.06225,1.24079,6.28489,-16.70548,15.87458,5.40626,3.37836,-0.62437,83.43365,-4.617365,-1.534771,0.410816,,,,,,,,,,,,-3.57894,9.00619,-1.05795,50,5.95071,5.65179,-134.26639,-3.74279,-6.43598,33.1078,-15.97824,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,c4d51f80-3840-11f1-95e8-8d3402b3d4c6,91.75017,,,9.19097,,,,,,,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,20:32:01.54,2026-04-14T16:32:01.5469056-04:00,2026-04-14T20:32:01.5469056Z,,v3,471248,471418,,"Leikus, Danny",1000177456,Right,RHO_RAM,8bf95861-c48d-4451-9f76-b75480c3073b,54.20887,-135.30024,16.5539,6.05979,-3.24384,-7.98912,-1.23758,5.85277,-3.21799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,220.094065,37.558085,1805.742713,0.792736,1:15,-0.622905,-0.525298,-0.5797,2.829128,31.738027,40.931258,157.14243,1.975042,0.388211,0.034464,-0.920926,2.143202,22.843223,0.034464,0.388211,0.920926,-2.143202,-22.843223,-0.034464,-0.388211,0.920926,-157.14243,-1.975042,-0.388211,-0.034464,-0.920926
150,151,2026-04-14,16:32:20.95,3,2,"Lavigueur, Luc",828754,Right,RHO_RAM,"Garcia, Ellis",804570,Right,BRY_BUL,Undefined,4,Bottom,2,0,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,80.64112,0.833169,0.72653,2713.210127,69.80019,8:15,5.82529,1.53757,5.52235,-49.89396,-5.28339,-19.01887,2.44653,0.63195,72.41951,-8.319206,-2.670149,0.480718,,,,,,,,,,,,9.78973,-2.4065,-1.58797,50,5.86499,-0.69499,-116.84265,-0.0495,13.17331,27.47628,-35.41227,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,d0506c70-3840-11f1-95e8-8d3402b3d4c6,78.40866,,,8.2216,,,,,,,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,20:32:20.95,2026-04-14T16:32:20.9546752-04:00,2026-04-14T20:32:20.9546752Z,,v3,471248,471418,,"Leikus, Danny",1000177456,Right,RHO_RAM,98b2186e-7413-4fa3-b3be-0248d5d4a54f,54.97485,-118.00673,13.73814,5.83531,1.45079,-17.70614,-1.5467,-1.25309,6.58666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,38.10753,48.909223,1783.268025,0.657254,7:15,-0.754189,0.416533,0.507641,33.377964,49.01507,76.737422,97.781072,-76.519835,0.230962,-0.972451,-0.03156,88.141159,-13.35374,0.972451,-0.230962,0.03156,-88.141159,13.35374,-0.972451,0.230962,0.03156,-97.781072,76.519835,-0.230962,0.972451,-0.03156
151,152,2026-04-14,16:32:40.46,3,3,"Lavigueur, Luc",828754,Right,RHO_RAM,"Garcia, Ellis",804570,Right,BRY_BUL,Undefined,4,Bottom,2,0,2,Slider,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,79.33755,-0.138757,0.491911,2673.762153,70.309624,8:15,5.84298,1.49629,5.73657,-49.6144,-4.09288,-16.15962,1.57923,0.60773,71.72558,-9.251138,-2.408231,0.485601,92.28896,32.140377,-44.30954,3015.300382,76.0888,55.6494,-79.43848,341.42535,158.70417,-52.216661,4.327807,8.42091,-1.57886,-1.52709,50,5.80115,-0.36592,-115.07409,-1.91147,11.02928,25.97766,-34.24193,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,dbebc480-3840-11f1-95e8-8d3402b3d4c6,77.62015,69.97197,,7.61197,,,,2.30592,1.78502,-0.60882,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,20:32:40.46,2026-04-14T16:32:40.4626432-04:00,2026-04-14T20:32:40.4626432Z,FlyBall,v3,471248,471418,,"Leikus, Danny",1000177456,Right,RHO_RAM,3525d6bc-acdc-49f2-8c46-1367edddfd73,54.76214,-116.14416,12.98883,5.85083,-0.50098,-17.12097,-1.50266,-0.82024,5.51464,,2.30586,82.00721,-14.83855,2.84744,-0.41422,0.04681,-0.0108,0.00231,-0.00017,1.78565,71.99744,-22.44001,2.52918,-0.53038,0.07365,-0.00104,-0.00088,7e-05,-0.60837,-80.0796,7.35787,-1.72264,0.61793,-0.21976,0.05479,-0.0077,0.00045,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,36.12198,44.02565,1922.511847,0.719029,7:15,-0.700966,0.422188,0.574809,99.341236,29.723389,-35.084493,112.038776,-83.64136,0.102659,-0.993848,-0.041558,87.605573,-5.892305,0.993848,-0.102659,0.041558,-87.605573,5.892305,-0.993848,0.102659,0.041558,-112.038776,83.64136,-0.102659,0.993848,-0.041558
152,153,2026-04-14,16:33:05.18,3,4,"Lavigueur, Luc",828754,Right,RHO_RAM,"Garcia, Ellis",804570,Right,BRY_BUL,Undefined,4,Bottom,2,0,2,Fastball,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,92.57889,-2.074546,-2.666527,2199.234098,189.514001,12:15,5.99484,1.37045,6.27289,-18.02048,14.85505,2.27847,2.57785,-0.89953,82.96496,-5.534076,-2.255269,0.412675,92.49998,28.373429,8.548296,3489.188156,108.41702,53.00907,18.59421,343.39708,343.39708,10.732525,4.507614,-2.10583,8.79075,-1.17435,50,5.83263,6.14876,-134.08797,-5.37815,-3.74599,35.19264,-16.53653,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,eab0be30-3840-11f1-95e8-8d3402b3d4c6,91.33694,69.20127,,9.61393,,,,1.2447,2.646,0.88333,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,20:33:05.18,2026-04-14T16:33:05.1808768-04:00,2026-04-14T20:33:05.1808768Z,LineDrive,v3,471248,471418,,"Leikus, Danny",1000177456,Right,RHO_RAM,7cc16ef8-85b5-47aa-b814-4e8a1aba1047,54.22264,-135.1917,17.59632,5.99317,-4.85952,-8.26826,-1.36904,6.26625,-1.873,190.506055,1.24402,118.05975,-21.19166,5.22361,-1.2455,0.30209,-0.06044,0.00748,-0.0004,2.64782,64.42655,-16.85565,0.40247,0.33234,-0.19593,0.05186,-0.00666,0.00033,0.88326,17.74498,-1.22497,0.10206,-0.00051,0.0032,-0.00226,0.00044,-3e-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,218.866679,38.185073,1728.637542,0.786018,1:15,-0.627766,-0.51529,-0.583426,8.795467,29.895346,44.381454,155.721156,3.970283,0.410191,0.069239,-0.909368,4.354089,24.216835,0.069239,0.410191,0.909368,-4.354089,-24.216835,-0.069239,-0.410191,0.909368,-155.721156,-3.970283,-0.410191,-0.069239,-0.909368
153,154,2026-04-14,16:35:18.65,1,1,"Salsberg, Zev",807066,Right,BRY_BUL,"Hopko, Jack",1000182865,Left,RHO_RAM,Undefined,5,Top,0,0,0,Cutter,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,80.36194,1.617125,-0.936187,2501.872222,51.073603,7:45,5.0148,1.55021,4.91776,-47.54747,-2.41969,-4.83036,2.58208,0.26245,73.26507,-6.993334,-1.787941,0.483497,,,,,,,,,,,,2.09669,-1.18799,-1.45468,50,5.13304,2.11283,-116.48282,1.50525,2.86486,23.00357,-33.79727,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,3a3186b0-3841-11f1-95e8-8d3402b3d4c6,77.95803,,,7.09686,,,,,,,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,20:35:18.65,2026-04-14T16:35:18.6549248-04:00,2026-04-14T20:35:18.6549248Z,,v3,471248,471418,,"Durand, Brandyn",1000090563,Right,BRY_BUL,c3c6fb4b-ee41-48ec-b408-c9ad94252818,55.58006,-117.57963,11.50179,5.02286,3.11671,-16.89864,-1.55217,1.97623,1.43243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,345.796932,78.749414,488.116142,0.1951,5:30,-0.978522,-0.020173,0.205152,67.021149,-19.040625,-67.968872,175.621418,15.21059,0.073672,0.262368,-0.962152,15.253043,4.224908,0.262368,0.073672,0.962152,-15.253043,-4.224908,-0.262368,-0.073672,0.962152,-175.621418,-15.21059,-0.073672,-0.262368,-0.962152
154,155,2026-04-14,16:35:33.11,1,2,"Salsberg, Zev",807066,Right,BRY_BUL,"Hopko, Jack",1000182865,Left,RHO_RAM,Undefined,5,Top,0,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,82.80927,0.6818,-0.660627,1790.207846,215.757277,1:15,5.26418,1.21857,5.69694,-26.63549,15.12158,9.7778,3.67998,1.41774,74.33018,-4.346234,1.087657,0.465089,,,,,,,,,,,,-5.13492,7.88831,-1.16909,50,5.30521,0.97451,-120.00025,0.61912,-7.35096,27.17105,-20.88144,BRY_BUL,RHO_RAM,BryantUniversity,D1,AMEAST,20260414-BryantUniversity-1,42d39bf0-3841-11f1-95e8-8d3402b3d4c6,81.04345,,,8.47909,,,,,,,3e4f2fd6-94f3-4522-a965-0125fa904d26,2026-04-14,20:35:33.11,2026-04-14T16:35:33.1183104-04:00,2026-04-14T20:35:33.1183104Z,,v3,471248,471418,,"Durand, Brandyn",1000090563,Right,BRY_BUL,143ba9d9-d54c-4f88-a991-4d3235e56d64,54.79629,-121.08138,13.58553,5.26405,1.44998,-10.44072,-1.21369,1.267,-3.67548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,240.992744,12.007407,1751.039374,0.978121,2:00,-0.223657,-0.852888,-0.471763,92.557762,10.668672,11.167565,148.564038,16.876211,0.499085,0.290305,-0.816479,19.573207,29.93945,0.290305,0.499085,0.816479,-19.573207,-29.93945,-0.290305,-0.499085,0.816479,-148.564038,-16.876211,-0.499085,-0.290305,-0.816479
